 ,name,title,lead_source,industry,employees,country,converted
339,Christopher Evans,CEO,Sign-up,Commercial & Professional Services,10955,FR,false
340,Christopher Jones,Analytics Manager,Sign-up,Commercial & Professional Services,2105,MR,false
341,Eric Rice,Data Scientist,In-Person Event,Consumer Staples,10980,TD,false
342,Jackie Smith,Data Engineer,Sign-up,Commercial & Professional Services,11380,AG,false
343,Melody Rodriguez,Account Executive,Demo Requested,Software & Services,5855,MV,false
344,Jeffrey Mack,Owner,In-Person Event,Commercial & Professional Services,3405,BA,true
345,Christopher Bell,CEO,Sign-up,Consumer Staples,3880,NG,false
346,Timothy Mendoza,Data Analyst,Sign-up,Commercial & Professional Services,9830,MG,false
347,James Martinez,Analytics Manager,Demo Requested,Commercial & Professional Services,7280,FM,false
348,Jennifer Stevens,CFO,Demo Requested,Software & Services,10030,KE,false
349,Kristina Torres,Product Manager,Sign-up,Commercial & Professional Services,12780,DZ,false
350,Jessica Walton,Owner,Webinar,Commercial & Professional Services,14555,NL,false
351,Michael Anderson,Data Engineer,Sign-up,Commercial & Professional Services,6705,GM,false
352,Catherine Long,VP Engineering,Sign-up,Consumer Staples,10630,NO,false
353,Susan Alexander,Software Engineer,Sign-up,Commercial & Professional Services,13080,GA,false
354,Keith Gaines,Data Engineer,Sign-up,Software & Services,6105,BG,false
355,Christine Hoffman,Growth Marketing Manager,Sign-up,Consumer Staples,4480,CL,false
356,Elizabeth Brown,VP Data,Webinar,Software & Services,6630,DM,false
357,Brandy Davila,Data Analyst,In-Person Event,Commercial & Professional Services,10980,IR,false
358,Michael Woods,Data Engineer,Sign-up,Software & Services,1405,SB,false
359,Cory Hughes,Data Analyst,In-Person Event,Consumer Staples,2955,GT,false
360,James Gonzalez,Solutions Architect,Sign-up,Software & Services,9805,CZ,true
361,Kathleen Norman,Account Executive,Sign-up,Commercial & Professional Services,8180,IR,true
362,Jeremy Hughes,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,1180,MZ,false
363,Chase Miller,Data Scientist,Sign-up,Software & Services,205,MN,false
364,James Miller,Product Manager,Sign-up,Software & Services,12630,FJ,false
365,Mary Goodman,Software Engineer,Sign-up,Software & Services,5955,SR,true
366,Megan Olson,Analytics Engineer,Sign-up,Consumer Staples,7855,CA,false
367,Matthew Alvarez,Growth Marketing Manager,Webinar,Commercial & Professional Services,7155,BW,false
368,Nathan Hardy,Account Executive,In-Person Event,Commercial & Professional Services,2155,TT,false
369,Carl Bryant,Data Engineer,Demo Requested,Commercial & Professional Services,3330,GW,true
370,David Ford,Foudner,In-Person Event,Consumer Staples,8130,PG,false
371,Amber White,Data Analyst,Sign-up,Commercial & Professional Services,11930,KW,false
372,Melissa Price,CFO,Sign-up,Software & Services,3055,BW,false
373,Jerry Galvan,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,3780,BW,false
374,Andrew Lewis,Growth Marketing Manager,Demo Requested,Commercial & Professional Services,4455,AT,false
375,Christina Morgan,Product Manager,Sign-up,Commercial & Professional Services,3580,CM,true
376,Randy Stone,Software Engineer,Sign-up,Software & Services,2155,TV,true
377,Ryan Martinez,Data Engineer,Sign-up,Consumer Staples,3280,BW,false
378,Brandon Dean,Growth Marketing Manager,Webinar,Commercial & Professional Services,14680,NR,false
379,Renee Bray,Account Executive,Sign-up,Commercial & Professional Services,4780,IS,false
380,Larry Copeland,Product Manager,Demo Requested,Software & Services,14080,QA,false
381,Adam Morales,CFO,Demo Requested,Consumer Staples,6380,ZM,false
382,Chad Butler,Owner,Sign-up,Consumer Staples,8805,TM,false
383,Dennis Lloyd,Analytics Engineer,Demo Requested,Commercial & Professional Services,7180,BG,true
384,Adam Hensley,Product Manager,Webinar,Commercial & Professional Services,6155,IQ,true
385,Douglas Wagner,Product Manager,Demo Requested,Consumer Durables & Apparel,9930,MH,false
386,Rachel Wang,Product Manager,Demo Requested,Technology Hardware & Equipment,9180,UA,true
387,Megan Jackson,Software Engineer,Demo Requested,Commercial & Professional Services,12605,SR,false
388,Daryl Austin,Product Manager,Demo Requested,Commercial & Professional Services,12230,AD,true
389,Thomas Richardson,Analytics Engineer,In-Person Event,Consumer Durables & Apparel,8280,BH,false
390,Mr. Timothy Hardin,Data Analyst,In-Person Event,Technology Hardware & Equipment,1855,MR,true
391,Lisa Lowe,Analytics Engineer,Sign-up,Commercial & Professional Services,4030,ES,false
392,Brian Griffin,Analytics Engineer,Sign-up,Consumer Durables & Apparel,9130,GR,false
393,Nathan Torres,Data Scientist,Sign-up,Consumer Staples,14655,MX,false
394,Teresa Black,CEO,Demo Requested,Consumer Durables & Apparel,5655,DZ,false
395,Alan Washington,Data Engineer,Sign-up,Consumer Durables & Apparel,4280,ZW,false
396,Scott Walker,Analytics Engineer,Sign-up,Commercial & Professional Services,6380,MD,false
397,Andrew Thomas,Solutions Architect,Sign-up,Software & Services,10730,DM,false
398,Alexander Clark,Foudner,Sign-up,Software & Services,14780,CF,false
399,Vincent Frost,Growth Marketing Manager,Sign-up,Commercial & Professional Services,2680,BN,false
400,Lydia Evans,Data Engineer,Demo Requested,Technology Hardware & Equipment,2380,LU,false
401,Kevin Hunter,Solutions Architect,Sign-up,Consumer Staples,11105,DJ,false
402,Francisco Wolf,Account Executive,Demo Requested,Consumer Staples,13830,IN,false
403,Justin Hall,Foudner,Demo Requested,Technology Hardware & Equipment,3930,BF,true
404,Diana Jones,VP Data,Sign-up,Commercial & Professional Services,4355,DZ,true
405,Jerry King,Data Scientist,In-Person Event,Software & Services,6780,BW,false
406,Lori Kelly,Foudner,Sign-up,Software & Services,6730,OM,false
407,Randy Chan,Growth Marketing Manager,Sign-up,Consumer Staples,2480,BS,false
408,Tony Hammond,Product Manager,Demo Requested,Technology Hardware & Equipment,13380,NL,false
409,Matthew Walls,Product Manager,Sign-up,Commercial & Professional Services,880,SC,false
410,Jeffrey Waters,Software Engineer,Sign-up,Consumer Staples,4430,DM,false
411,Christopher Wilson,Account Executive,Sign-up,Consumer Staples,5155,YE,false
412,Chelsea Washington,Data Engineer,Sign-up,Software & Services,14130,LR,false
413,Justin Collins,Solutions Architect,In-Person Event,Consumer Staples,13380,NL,false
414,John Page,Data Analyst,Webinar,Software & Services,2580,JO,false
415,Dylan Gallagher,Analytics Manager,Sign-up,Software & Services,12105,AZ,false
416,Tamara Abbott,Foudner,Sign-up,Technology Hardware & Equipment,8480,FM,true
417,Christina Olsen,Owner,Sign-up,Technology Hardware & Equipment,7755,KR,false
418,Lance Kennedy,Data Analyst,Webinar,Commercial & Professional Services,7680,CH,false
419,Marcus Mcdonald,Account Executive,Demo Requested,Commercial & Professional Services,11305,GH,false
420,Noah Johnson,VP Engineering,In-Person Event,Technology Hardware & Equipment,13180,DJ,true
421,Joseph Perry,VP Engineering,In-Person Event,Commercial & Professional Services,4930,FR,true
422,Mary Brown,Owner,In-Person Event,Commercial & Professional Services,11880,SD,false
423,Julie Chan,Product Manager,Sign-up,Software & Services,4530,PY,true
424,Evelyn Diaz,Analytics Manager,In-Person Event,Consumer Staples,7280,AT,false
425,Cynthia Wise DDS,CFO,In-Person Event,Consumer Staples,5280,IQ,false
426,Erica Thompson,Solutions Architect,Sign-up,Commercial & Professional Services,4430,US,true
427,Stephanie Marshall,Data Scientist,In-Person Event,Consumer Staples,7030,NO,false
428,Keith Lane,CFO,Sign-up,Consumer Staples,10155,TV,false
429,Dr. Drew Jones PhD,Owner,Demo Requested,Software & Services,7230,KG,false
430,Nicole Adams,Analytics Manager,Demo Requested,Technology Hardware & Equipment,6680,TD,false
431,Jared Scott,Software Engineer,Demo Requested,Commercial & Professional Services,1455,US,true
432,Kimberly Johnson,Solutions Architect,Demo Requested,Consumer Durables & Apparel,6630,NL,false
433,Katherine Brooks,CFO,Sign-up,Consumer Staples,13680,DZ,false
434,Diane Cooper,VP Engineering,Sign-up,Commercial & Professional Services,14280,EG,false
435,Calvin Hudson,CEO,Webinar,Technology Hardware & Equipment,2280,GN,true
436,Amanda Daniel,Analytics Engineer,Sign-up,Software & Services,11855,CL,false
437,James Pham,Data Engineer,Sign-up,Commercial & Professional Services,3055,KZ,true
438,Corey Walsh,Software Engineer,Sign-up,Commercial & Professional Services,10480,TN,false
439,James Adams,CEO,In-Person Event,Software & Services,4530,KW,false
440,Anthony Perez,CEO,Demo Requested,Commercial & Professional Services,2255,CO,false
441,Mrs. Patricia Miller MD,VP Data,Sign-up,Commercial & Professional Services,5105,ES,false
442,Dale Andrews,VP Engineering,Sign-up,Consumer Staples,6355,GR,false
443,Jason Lowery,Foudner,Demo Requested,Commercial & Professional Services,1655,BD,true
444,Miss Tiffany Mckee,VP Engineering,Sign-up,Technology Hardware & Equipment,3430,LV,true
445,Thomas Mcguire,Foudner,Sign-up,Commercial & Professional Services,3355,GH,true
446,Robert Fry,Owner,In-Person Event,Consumer Staples,9605,DZ,false
447,Tammy Moore,Growth Marketing Manager,Demo Requested,Consumer Staples,505,BE,false
448,Raymond Gonzalez,Analytics Manager,Sign-up,Commercial & Professional Services,230,KI,true
449,Andre Moreno,Software Engineer,Sign-up,Technology Hardware & Equipment,13080,WS,true
450,John Walker,VP Data,Sign-up,Commercial & Professional Services,6730,SK,false
451,Kimberly Jones,CEO,Sign-up,Software & Services,5305,FM,false
452,Jessica Ware,Data Engineer,Webinar,Technology Hardware & Equipment,12630,CZ,false
453,Rhonda Wood,Data Analyst,Webinar,Consumer Staples,11680,KE,false
454,Scott Mckinney,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,8005,NP,false
455,Patricia Baker,Growth Marketing Manager,Sign-up,Commercial & Professional Services,4355,LS,false
456,Francisco Stokes,Data Engineer,Sign-up,Commercial & Professional Services,2905,MZ,true
457,Russell Washington,VP Data,In-Person Event,Consumer Staples,4255,CG,false
458,Cheyenne Young,CEO,Sign-up,Consumer Durables & Apparel,12355,TN,false
459,Sean Ward,Owner,Demo Requested,Technology Hardware & Equipment,3330,RO,true
460,John Banks,Growth Marketing Manager,Sign-up,Consumer Staples,305,MA,false
461,Christian Holmes,Product Manager,Webinar,Consumer Staples,8655,SI,false
462,Kimberly Walters,Product Manager,Sign-up,Consumer Staples,9855,CZ,false
463,Mark Stevens,Growth Marketing Manager,Sign-up,Consumer Durables & Apparel,12930,PW,false
464,Mrs. Kathryn Walker,VP Data,Sign-up,Commercial & Professional Services,7105,BE,false
465,Maria Holloway DDS,Product Manager,Sign-up,Software & Services,14655,PE,false
466,Daniel Gonzalez,VP Data,In-Person Event,Commercial & Professional Services,10330,NG,false
467,Michael Williams,Data Scientist,In-Person Event,Software & Services,11680,LV,true
468,Andrew Sanders,VP Marketing,Sign-up,Consumer Staples,12105,VC,false
469,Ralph Juarez,Product Manager,Sign-up,Commercial & Professional Services,7455,SY,false
470,Joseph Farley,CEO,Sign-up,Technology Hardware & Equipment,10480,CD,false
471,Daniel Mathews,Foudner,Sign-up,Technology Hardware & Equipment,4880,VC,false
472,Robert Foster,Data Analyst,In-Person Event,Software & Services,12905,CR,false
473,Lori Wong,Account Executive,In-Person Event,Software & Services,13005,EE,true
474,Stephanie Hester,Data Analyst,Sign-up,Consumer Staples,8230,SD,false
475,Robert Myers,Product Manager,Sign-up,Consumer Durables & Apparel,7530,PG,false
476,Christine Hicks,VP Engineering,Sign-up,Consumer Staples,8030,LC,false
477,Michael Hayes,CFO,Demo Requested,Commercial & Professional Services,8830,GQ,false
478,Charles Pearson,CEO,Demo Requested,Consumer Staples,8255,KN,false
479,Misty Johnson,Account Executive,Demo Requested,Technology Hardware & Equipment,13655,JO,true
480,Jason Jackson,Data Analyst,Sign-up,Commercial & Professional Services,1430,FR,true
481,Shane Moreno,Analytics Manager,Sign-up,Commercial & Professional Services,7555,GA,false
482,Isaiah Hamilton,Data Analyst,Demo Requested,Consumer Staples,14380,GR,false
483,Matthew Richardson,Data Scientist,Demo Requested,Commercial & Professional Services,9755,MW,false
484,Vickie Arnold,Growth Marketing Manager,Sign-up,Commercial & Professional Services,11330,GR,false
485,Michael Russo,CFO,In-Person Event,Consumer Durables & Apparel,7530,PE,false
486,Kaitlin Cochran,CEO,In-Person Event,Commercial & Professional Services,1030,NP,true
487,Thomas Sanchez,Analytics Manager,Sign-up,Software & Services,3955,BB,true
488,Rebecca Mcdonald,Data Scientist,Sign-up,Software & Services,9155,BN,true
489,Cory Hall,CEO,Demo Requested,Consumer Staples,4080,NI,false
490,Gail Webb,CFO,Demo Requested,Commercial & Professional Services,7505,GM,false
491,Bobby Villarreal,Solutions Architect,Sign-up,Commercial & Professional Services,6155,BA,false
492,John Serrano,Analytics Engineer,Sign-up,Consumer Staples,2905,MV,false
493,Heather Salas,VP Engineering,In-Person Event,Commercial & Professional Services,13005,PE,false
494,Scott Rose,Data Engineer,Webinar,Commercial & Professional Services,13755,SN,false
495,Daniel Smith,CFO,In-Person Event,Software & Services,2655,GA,false
496,Eric Hill,Account Executive,Demo Requested,Consumer Durables & Apparel,3930,AR,false
497,Christine Cole,Growth Marketing Manager,Sign-up,Commercial & Professional Services,1805,TR,true
498,Tiffany Powers,VP Marketing,Demo Requested,Software & Services,430,MW,true
499,Julie Cervantes,Data Engineer,In-Person Event,Software & Services,1855,MK,false
500,Alyssa Jones,Data Scientist,Demo Requested,Commercial & Professional Services,11205,MU,false
501,Jeffrey Lopez,Product Manager,Sign-up,Commercial & Professional Services,13955,KE,false
502,Joseph Mcdaniel,Owner,Webinar,Commercial & Professional Services,14205,CV,false
503,Heather Maldonado,Data Engineer,Sign-up,Consumer Staples,8805,GH,false
504,William Sandoval,CEO,Sign-up,Consumer Staples,6455,FI,false
505,Justin Reed,Growth Marketing Manager,In-Person Event,Consumer Durables & Apparel,14055,PL,false
506,Jennifer Robinson,Analytics Manager,Sign-up,Consumer Staples,12455,LS,false
507,Jared Thomas,Data Scientist,Demo Requested,Consumer Durables & Apparel,8130,RU,false
508,Mr. Thomas Lopez,Software Engineer,Demo Requested,Commercial & Professional Services,8080,NP,true
509,Kimberly Nelson,Account Executive,Sign-up,Commercial & Professional Services,8480,QA,false
510,Trevor Fitzpatrick,Data Analyst,Sign-up,Consumer Staples,7180,CU,false
511,Martin Barrett,Data Engineer,In-Person Event,Technology Hardware & Equipment,12980,ZM,false
512,Susan Johnson,CFO,Webinar,Software & Services,13905,SR,false
513,Amanda Clay,Product Manager,In-Person Event,Software & Services,7430,CR,true
514,Melissa Gallagher,VP Engineering,Sign-up,Commercial & Professional Services,4230,TW,false
515,Carlos Reyes,Software Engineer,In-Person Event,Software & Services,9180,BB,true
516,Nicole Lopez,Owner,Sign-up,Consumer Staples,13255,ML,false
517,Joseph Brown,Growth Marketing Manager,Webinar,Commercial & Professional Services,13330,ZW,false
518,Mackenzie Delgado,CEO,Sign-up,Commercial & Professional Services,1980,SI,false
519,Abigail Lang,Foudner,Sign-up,Technology Hardware & Equipment,12455,RO,false
520,Johnathan Nguyen,VP Marketing,Sign-up,Commercial & Professional Services,7180,GH,false
521,Ashley Lyons,Data Analyst,Demo Requested,Software & Services,8455,WS,false
522,Lauren Dean,CEO,Demo Requested,Software & Services,6230,BD,false
523,Kara Taylor,VP Engineering,Sign-up,Software & Services,1430,DM,true
524,Julia Chavez,Solutions Architect,In-Person Event,Consumer Staples,7255,BS,false
525,Heather Davis,VP Data,Sign-up,Technology Hardware & Equipment,3655,TV,false
526,Derek Flores,Analytics Manager,Sign-up,Consumer Staples,11605,UG,false
527,Colton Perry,Data Analyst,Sign-up,Software & Services,12905,LA,false
528,Lauren Finley,VP Data,Webinar,Software & Services,13605,SC,false
529,Crystal Ball,Solutions Architect,In-Person Event,Consumer Staples,11030,SK,false
530,Isaac Cannon,Account Executive,Sign-up,Technology Hardware & Equipment,9755,MG,false
531,Dillon Jackson,Data Analyst,Sign-up,Commercial & Professional Services,5955,BS,true
532,David Smith,CFO,Sign-up,Consumer Staples,180,TR,false
533,Mrs. Wendy Clark,CFO,Demo Requested,Commercial & Professional Services,9255,CD,false
